entry_date,exit_date,expiry,spot,ce_k,pe_k,wce_k,wpe_k,ce_entry_px,pe_entry_px,wce_entry_px,wpe_entry_px,ce_exit_px,pe_exit_px,wce_exit_px,wpe_exit_px,net_credit,exit_debit,pnl_unit,lot,lots,pnl_total,max_loss_per_unit,max_loss_total,margin_required_inr,margin_pct_of_capital,exit_reason,month,year,running_pnl,equity,roi_pct,peak,drawdown_pct
2023-05-17,2023-05-25,2023-05-25,43698.7,44400,43000,44900,42500,99.99,117.71,36.31,61.25,0.0,0.0,0.0,0.0,120.14,0.0,120.14,15,4,7208.4,379.862,22791.72,172442.4,34.49,EXPIRY,2023-05,2023,7208.4,507208.4,1.4417,507208.4,0.0
2023-05-31,2023-06-29,2023-06-29,44128.1,44800,43500,45300,43000,355.56,326.11,208.34,213.64,0.0,0.0,0.0,0.0,259.69,0.0,259.69,15,4,15581.4,240.3095,14418.570000000002,154813.2,30.96,EXPIRY,2023-05,2023,22789.8,522789.8,4.558,522789.8,0.0
2023-07-05,2023-07-27,2023-07-27,45151.8,45800,44500,46300,44000,310.46,294.08,175.13,187.78,0.0,0.0,0.0,0.0,241.63,0.0,241.63,15,4,14497.8,258.3725,15502.35,162437.4,32.49,EXPIRY,2023-07,2023,37287.6,537287.6,7.4575,537287.6,0.0
2023-08-02,2023-08-31,2023-08-31,44995.7,45700,44300,46200,43800,352.04,298.63,211.04,193.49,0.0,310.9,0.0,0.0,246.15,315.56,-69.42,15,4,-4165.2,253.85450000000003,15231.270000000002,159328.2,31.87,EXPIRY,2023-08,2023,33122.4,533122.4,6.6245,537287.6,-0.7752
2023-09-06,2023-09-28,2023-09-28,44409.1,45100,43700,45600,43200,273.19,166.52,136.63,102.56,0.0,0.0,0.0,0.0,200.52,0.0,200.52,15,4,12031.2,299.48150000000004,17968.890000000003,166800.6,33.36,EXPIRY,2023-09,2023,45153.600000000006,545153.6,9.0307,545153.6,0.0
2023-10-04,2023-10-26,2023-10-26,43964.1,44600,43300,45100,42800,352.98,217.7,200.02,133.42,0.0,1019.9,0.0,519.9,237.25,507.5,-270.25,15,4,-16215.0,262.75249999999994,15765.149999999996,159309.6,31.86,EXPIRY,2023-10,2023,28938.600000000006,528938.6,5.7877,545153.6,-2.9744
2023-11-01,2023-11-30,2023-11-30,42700.9,43300,42100,43800,41600,416.79,297.2,248.88,198.13,1181.8,0.0,681.8,0.0,266.97,507.5,-240.53,15,4,-14431.8,233.02699999999993,13981.619999999995,147395.4,29.48,EXPIRY,2023-11,2023,14506.800000000007,514506.8,2.9014,545153.6,-5.6217
2023-12-06,2023-12-28,2023-12-28,46834.6,47500,46100,48000,45600,367.64,277.94,237.97,175.75,1008.6,0.0,508.6,0.0,231.87,507.5,-275.63,15,4,-16537.8,268.13300000000004,16087.980000000003,166120.8,33.22,EXPIRY,2023-12,2023,-2030.9999999999927,497969.0,-0.4062,545153.6,-8.6553
2024-01-03,2024-01-25,2024-01-25,47704.9,48400,47000,48900,46500,450.25,338.13,272.8,234.75,0.0,2133.9,0.0,1633.9,280.83,507.5,-226.67,15,4,-13600.199999999999,219.16549999999995,13149.929999999997,164163.0,32.83,EXPIRY,2024-01,2024,-15631.199999999992,484368.8,-3.1262,545153.6,-11.15
2024-01-31,2024-02-29,2024-02-29,45996.8,46700,45300,47200,44800,744.93,527.27,549.83,410.6,0.0,0.0,0.0,0.0,311.77,0.0,311.77,15,4,18706.199999999997,188.23249999999985,11293.94999999999,130054.2,26.01,EXPIRY,2024-01,2024,3075.0000000000055,503075.0,0.615,545153.6,-7.7187
2024-03-06,2024-03-28,2024-03-28,47965.4,48700,47200,49200,46700,472.23,392.49,305.08,280.91,0.0,75.4,0.0,0.0,278.73,76.53,202.19,15,4,12131.4,221.2745,13276.47,160476.6,32.1,EXPIRY,2024-03,2024,15206.400000000005,515206.4,3.0413,545153.6,-5.4934
2024-05-08,2024-05-29,2024-05-29,48021.1,48700,47300,49200,46800,477.53,385.85,316.45,274.18,0.0,0.0,0.0,0.0,272.75,0.0,272.75,15,4,16365.0,227.25200000000007,13635.120000000004,160402.2,32.08,EXPIRY,2024-05,2024,31571.400000000005,531571.4,6.3143,545153.6,-2.4914
2024-06-05,2024-06-26,2024-06-26,49054.6,49800,48300,50300,47800,650.73,591.82,490.62,461.14,3070.5,0.0,2570.5,0.0,290.79,507.5,-216.71,15,4,-13002.6,209.21300000000008,12552.780000000004,143018.4,28.6,EXPIRY,2024-06,2024,18568.800000000003,518568.8,3.7138,545153.6,-4.8766
2024-07-10,2024-07-31,2024-07-31,52189.3,53000,51400,53500,50900,525.39,452.68,371.28,322.57,0.0,0.0,0.0,0.0,284.22,0.0,284.22,15,4,17053.2,215.78449999999998,12947.07,171345.0,34.27,EXPIRY,2024-07,2024,35622.0,535622.0,7.1244,545153.6,-1.7484
2024-07-31,2024-08-28,2024-08-28,51553.4,52300,50800,52800,50300,587.71,457.97,411.31,348.58,0.0,0.0,0.0,0.0,285.79,0.0,285.79,15,4,17147.4,214.21249999999998,12852.749999999998,164730.6,32.95,EXPIRY,2024-07,2024,52769.4,552769.4,10.5539,552769.4,0.0
2024-08-28,2024-09-25,2024-09-25,51143.8,51900,50400,52400,49900,530.05,394.27,352.51,287.59,2201.65,0.0,1701.65,0.0,284.21,507.5,-223.29,15,4,-13397.4,215.78750000000014,12947.250000000007,170286.0,34.06,EXPIRY,2024-08,2024,39372.0,539372.0,7.8744,552769.4,-2.4237
2024-10-09,2024-10-30,2024-10-30,51007.0,51800,50200,52300,49700,538.31,343.98,357.97,253.93,7.5,0.0,0.0,0.0,270.39,7.61,262.78,30,4,31533.6,229.61,27553.2,342732.0,68.55,EXPIRY,2024-10,2024,70905.6,570905.6,14.1811,570905.6,0.0
2024-10-30,2024-11-27,2024-11-27,51807.5,52600,51000,53100,50500,738.04,486.24,527.7,389.44,0.0,0.0,0.0,0.0,307.15,0.0,307.15,30,4,36858.0,192.84950000000003,23141.940000000002,312631.2,62.53,EXPIRY,2024-10,2024,107763.6,607763.6,21.5527,607763.6,0.0
2025-01-01,2025-01-29,2025-01-29,51060.6,51800,50300,52300,49800,720.03,468.91,533.21,350.73,0.0,1134.05,0.0,634.05,305.01,507.5,-202.49,30,4,-24298.800000000003,194.9915000000001,23398.98000000001,310495.2,62.1,EXPIRY,2025-01,2025,83464.8,583464.8,16.693,607763.6,-3.9981
2025-02-05,2025-02-26,2025-02-26,50343.1,51100,49600,51600,49100,526.68,441.09,363.94,321.71,0.0,0.0,0.0,0.0,282.13,0.0,282.13,30,4,33855.6,217.86950000000002,26144.340000000004,328578.0,65.72,EXPIRY,2025-02,2025,117320.4,617320.4,23.4641,617320.4,0.0
2025-03-05,2025-03-26,2025-03-26,48489.9,49200,47800,49700,47300,484.01,408.57,318.39,311.41,2009.0,0.0,1509.0,0.0,262.78,507.5,-244.71,30,4,-29365.2,237.21500000000003,28465.800000000003,320184.0,64.04,EXPIRY,2025-03,2025,87955.2,587955.2,17.591,617320.4,-4.7569
2025-04-02,2025-04-24,2025-04-24,51348.1,52100,50600,52600,50100,482.38,372.49,322.12,267.24,3101.4,0.0,2601.4,0.0,265.51,507.5,-241.99,30,4,-29038.800000000003,234.49099999999999,28138.92,348292.8,69.66,EXPIRY,2025-04,2025,58916.399999999994,558916.4,11.7833,617320.4,-9.4609
2025-04-30,2025-05-29,2025-05-29,55087.2,55900,54300,56400,53800,807.15,738.59,634.13,609.55,0.0,0.0,0.0,0.0,302.05,0.0,302.05,30,4,36246.0,197.94950000000017,23753.94000000002,300374.4,60.07,EXPIRY,2025-04,2025,95162.4,595162.4,19.0325,617320.4,-3.5894
2025-06-04,2025-06-25,2025-06-25,55676.8,56500,54800,57000,54300,444.76,643.7,458.24,256.48,121.15,0.0,0.0,0.0,373.74,122.97,250.77,30,4,30092.4,126.25849999999991,15151.01999999999,368337.6,73.67,EXPIRY,2025-06,2025,125254.79999999999,625254.8,25.051,625254.8,0.0
2025-06-25,2025-06-26,2025-06-26,56621.2,57500,55800,58000,55300,11.14,23.56,4.49,12.19,0.0,0.0,0.0,0.0,18.02,0.0,18.02,30,4,2162.4,481.9775,57837.3,460262.4,92.05,EXPIRY,2025-06,2025,127417.19999999998,627417.2,25.4834,627417.2,0.0
2025-07-02,2025-07-31,2025-07-31,56999.2,57900,56100,58400,55600,554.15,377.19,397.65,275.25,0.0,138.05,0.0,0.0,258.45,140.12,118.33,30,4,14199.6,241.55150000000003,28986.180000000004,384372.0,76.87,EXPIRY,2025-07,2025,141616.8,641616.8,28.3234,641616.8,0.0
2025-08-06,2025-08-28,2025-08-28,55411.2,56200,54600,56700,54100,344.57,271.31,205.07,182.12,0.0,779.65,0.0,279.65,228.69,507.5,-278.81,30,4,-33457.2,271.313,32557.559999999998,405601.2,81.12,EXPIRY,2025-08,2025,108159.59999999999,608159.6,21.6319,641616.8,-5.2145
2025-09-03,2025-09-24,2025-09-24,54067.6,54900,53300,55400,52800,218.69,476.54,225.32,140.1,221.5,0.0,0.0,0.0,329.81,224.82,104.99,30,4,12598.8,170.18749999999994,20422.499999999993,397605.6,79.52,EXPIRY,2025-09,2025,120758.4,620758.4,24.1517,641616.8,-3.2509
2025-09-24,2025-09-25,2025-09-25,55121.5,55900,54300,56400,53800,72.12,44.45,29.53,22.49,0.0,0.0,0.0,0.0,64.55,0.0,64.55,30,4,7746.0,435.4475,52253.7,443373.6,88.67,EXPIRY,2025-09,2025,128504.4,628504.4,25.7009,641616.8,-2.0436
2025-10-01,2025-10-28,2025-10-28,55347.9,56200,54500,56700,54000,378.53,262.94,225.32,180.95,2014.1,0.0,1514.1,0.0,235.2,507.5,-272.3,30,4,-32676.0,264.7955,31775.46,402903.6,80.58,EXPIRY,2025-10,2025,95828.4,595828.4,19.1657,641616.8,-7.1364
2025-10-29,2025-11-25,2025-11-25,58385.2,59300,57500,59800,57000,476.14,302.4,324.92,219.4,0.0,0.0,0.0,0.0,234.21,0.0,234.21,30,4,28105.2,265.78700000000003,31894.440000000002,411225.6,82.25,EXPIRY,2025-10,2025,123933.59999999999,623933.6,24.7867,641616.8,-2.756
