trade_idx,entry_date,exit_date,expiry,spot_at_entry,lot_size,lots,qty_per_leg,exit_reason,phase,leg,action,strike,price,qty,value_inr
31,2025-11-03,2025-11-25,2025-11-25,27306.2,65,5,325,EXPIRY,ENTRY,wpe_long,BUY,26600,107.66,325,34989.5
31,2025-11-03,2025-11-25,2025-11-25,27306.2,65,5,325,EXPIRY,EXIT,wpe_long,SELL,26600,0.0,325,0.0
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,ENTRY,ce_short,SELL,28350,269.94,325,-87730.5
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,EXIT,ce_short,BUY,28350,0.0,325,0.0
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,ENTRY,pe_short,SELL,27250,418.12,325,-135889.0
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,EXIT,pe_short,BUY,27250,0.0,325,0.0
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,ENTRY,wce_long,BUY,28500,153.36,325,49842.0
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,EXIT,wce_long,SELL,28500,0.0,325,0.0
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,ENTRY,wpe_long,BUY,27100,107.71,325,35005.75
32,2025-12-01,2025-12-30,2025-12-30,27814.5,65,5,325,EXPIRY,EXIT,wpe_long,SELL,27100,0.0,325,0.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,ENTRY,ce_short,SELL,28050,92.71,300,-27813.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,EXIT,ce_short,BUY,28050,0.0,300,0.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,ENTRY,pe_short,SELL,26950,76.88,300,-23064.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,EXIT,pe_short,BUY,26950,0.0,300,0.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,ENTRY,wce_long,BUY,28200,64.41,300,19323.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,EXIT,wce_long,SELL,28200,0.0,300,0.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,ENTRY,wpe_long,BUY,26800,45.59,300,13677.0
33,2026-01-12,2026-01-27,2026-01-27,27518.5,60,5,300,EXPIRY,EXIT,wpe_long,SELL,26800,0.0,300,0.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,ENTRY,ce_short,SELL,27350,203.5,300,-61050.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,EXIT,ce_short,BUY,27350,988.55,300,296565.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,ENTRY,pe_short,SELL,26250,176.35,300,-52905.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,EXIT,pe_short,BUY,26250,6.1,300,1830.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,ENTRY,wce_long,BUY,27500,169.32,300,50796.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,EXIT,wce_long,SELL,27500,582.5,300,-174750.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,ENTRY,wpe_long,BUY,26100,145.45,300,43635.0
34,2026-02-02,2026-02-19,2026-02-24,26799.0,60,5,300,SL,EXIT,wpe_long,SELL,26100,6.7,300,-2010.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,ENTRY,ce_short,SELL,25100,2428.83,300,-728649.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,EXIT,ce_short,BUY,25100,837.5,300,251250.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,ENTRY,pe_short,SELL,24100,43.32,300,-12996.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,EXIT,pe_short,BUY,24100,0.0,300,0.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,ENTRY,wce_long,BUY,25250,84.97,300,25491.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,EXIT,wce_long,SELL,25250,687.5,300,-206250.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,ENTRY,wpe_long,BUY,23950,705.08,300,211524.0
35,2026-04-06,2026-04-28,2026-04-28,24603.1,60,5,300,EXPIRY,EXIT,wpe_long,SELL,23950,0.0,300,0.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,ENTRY,ce_short,SELL,26350,476.92,300,-143076.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,EXIT,ce_short,BUY,26350,0.0,300,0.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,ENTRY,pe_short,SELL,25300,243.48,300,-73044.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,EXIT,pe_short,BUY,25300,0.0,300,0.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,ENTRY,wce_long,BUY,26500,274.18,300,82254.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,EXIT,wce_long,SELL,26500,0.0,300,0.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,ENTRY,wpe_long,BUY,25150,267.39,300,80217.0
36,2026-05-04,2026-05-26,2026-05-26,25814.4,60,5,300,EXPIRY,EXIT,wpe_long,SELL,25150,0.0,300,0.0
