symbol,trend,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_reason,pnl
COHANCE.NS,BUY,2025-03-12,13:15:00,1152.0,2025-03-13,11:15:00,1134.7,EXIT_EMA400,-17.3
COHANCE.NS,BUY,2025-04-28,09:15:00,1163.2,2025-04-28,14:15:00,1142.0,EXIT_EMA400,-21.2
COHANCE.NS,SELL,2025-05-29,09:15:00,1067.2,2025-07-15,09:15:00,1055.65,EXIT_EMA400,11.55
COHANCE.NS,SELL,2025-07-07,09:15:00,1024.45,2025-07-15,09:15:00,1055.65,EXIT_EMA400,-31.2
COLPAL.NS,SELL,2024-11-28,10:15:00,3028.0,2025-01-31,11:15:00,2853.2,EXIT_EMA400,174.8
COLPAL.NS,SELL,2025-01-10,09:15:00,2848.4,2025-01-31,11:15:00,2853.2,EXIT_EMA400,-4.8
COLPAL.NS,SELL,2025-07-10,10:15:00,2421.0,2025-07-24,11:15:00,2256.8,TARGET,164.2
COLPAL.NS,BUY,2026-03-05,12:15:00,2188.5,2026-03-09,09:15:00,2158.0,EXIT_EMA400,-30.5
CONCOR.NS,BUY,2025-06-16,13:15:00,613.12,2025-06-19,10:15:00,589.36,EXIT_EMA400,-23.76
CONCOR.NS,SELL,2025-09-23,09:15:00,545.4,2025-10-29,11:15:00,548.0,EXIT_EMA400,-2.6
CONCORDBIO.NS,SELL,2025-04-04,09:15:00,1646.9,2025-05-28,12:15:00,1640.7,EXIT_EMA400,6.2
CONCORDBIO.NS,BUY,2025-07-17,12:15:00,1921.0,2025-07-31,09:15:00,1795.2,EXIT_EMA400,-125.8
CONCORDBIO.NS,SELL,2025-08-26,09:15:00,1714.6,2025-09-09,14:15:00,1584.7,TARGET,129.9
CONCORDBIO.NS,SELL,2026-02-09,09:15:00,1297.8,2026-02-12,09:15:00,1212.75,TARGET,85.05
CONCORDBIO.NS,SELL,2026-01-08,10:15:00,1331.2,2026-03-23,12:15:00,1054.4,TARGET,276.8
CONCORDBIO.NS,SELL,2026-03-02,15:15:00,1192.5,2026-04-29,10:15:00,1142.9,EXIT_EMA400,49.6
COROMANDEL.NS,BUY,2024-12-10,09:15:00,1776.2,2025-01-22,09:15:00,1809.0,EXIT_EMA400,32.8
COROMANDEL.NS,BUY,2025-01-14,09:15:00,1837.35,2025-01-22,09:15:00,1809.0,EXIT_EMA400,-28.35
COROMANDEL.NS,SELL,2025-03-05,12:15:00,1704.85,2025-03-10,11:15:00,1770.4,EXIT_EMA400,-65.55
COROMANDEL.NS,BUY,2025-05-30,09:15:00,2357.7,2025-06-27,10:15:00,2246.8,EXIT_EMA400,-110.9
COROMANDEL.NS,SELL,2025-09-18,10:15:00,2293.4,2025-09-26,14:15:00,2187.5,TARGET,105.9
COROMANDEL.NS,SELL,2025-09-19,10:15:00,2236.5,2025-10-06,11:15:00,2305.5,EXIT_EMA400,-69.0
COROMANDEL.NS,SELL,2026-02-04,09:15:00,2247.5,2026-02-05,11:15:00,2281.1,EXIT_EMA400,-33.6
COROMANDEL.NS,SELL,2026-02-04,10:15:00,2244.5,2026-02-05,11:15:00,2281.1,EXIT_EMA400,-36.6
CPPLUS.NS,BUY,2026-02-25,09:15:00,1587.8,2026-04-01,09:15:00,1893.62,TARGET,305.82
CRAFTSMAN.NS,SELL,2024-12-16,09:15:00,5076.35,2024-12-17,12:15:00,5311.35,EXIT_EMA400,-235.0
CRAFTSMAN.NS,BUY,2025-05-05,14:15:00,4802.6,2025-05-07,09:15:00,4642.1,EXIT_EMA400,-160.5
CREDITACC.NS,BUY,2025-02-12,12:15:00,1008.55,2025-02-13,14:15:00,1099.79,TARGET,91.24
CREDITACC.NS,BUY,2025-05-26,09:15:00,1152.0,2025-06-19,10:15:00,1119.6,EXIT_EMA400,-32.4
CREDITACC.NS,SELL,2025-12-26,13:15:00,1288.1,2026-01-05,11:15:00,1317.5,EXIT_EMA400,-29.4
CRISIL.NS,BUY,2025-07-24,12:15:00,5803.5,2025-07-25,14:15:00,5538.5,EXIT_EMA400,-265.0
CRISIL.NS,SELL,2025-11-07,15:15:00,4716.5,2026-01-06,11:15:00,4546.4,EXIT_EMA400,170.1
CRISIL.NS,BUY,2026-02-12,12:15:00,4666.8,2026-02-13,09:15:00,4365.8,EXIT_EMA400,-301.0
CRISIL.NS,SELL,2026-04-13,09:15:00,4006.1,2026-04-17,12:15:00,4295.5,EXIT_EMA400,-289.4
CROMPTON.NS,SELL,2024-12-17,15:15:00,396.55,2025-01-13,09:15:00,357.0,TARGET,39.55
CROMPTON.NS,BUY,2025-06-16,13:15:00,349.0,2025-06-18,13:15:00,346.05,EXIT_EMA400,-2.95
CROMPTON.NS,BUY,2025-06-16,15:15:00,349.55,2025-06-18,13:15:00,346.05,EXIT_EMA400,-3.5
CROMPTON.NS,SELL,2025-08-20,09:15:00,327.3,2025-08-29,10:15:00,333.55,EXIT_EMA400,-6.25
CUB.NS,BUY,2024-11-21,12:15:00,170.63,2024-11-26,14:15:00,178.93,TARGET,8.3
CUB.NS,BUY,2024-11-13,13:15:00,171.77,2024-12-04,09:15:00,185.03,TARGET,13.26
CUB.NS,SELL,2025-04-07,09:15:00,151.84,2025-04-08,15:15:00,161.55,EXIT_EMA400,-9.71
CUB.NS,SELL,2025-04-08,10:15:00,157.52,2025-04-08,15:15:00,161.55,EXIT_EMA400,-4.03
CUB.NS,SELL,2025-04-08,13:15:00,159.74,2025-04-08,15:15:00,161.55,EXIT_EMA400,-1.81
CUB.NS,BUY,2025-06-13,12:15:00,195.25,2025-07-01,13:15:00,226.48,TARGET,31.23
CUB.NS,BUY,2025-07-31,11:15:00,210.24,2025-08-25,12:15:00,204.57,EXIT_EMA400,-5.67
CUB.NS,SELL,2026-04-09,11:15:00,253.02,2026-04-17,15:15:00,259.51,EXIT_EMA400,-6.49
CUMMINSIND.NS,SELL,2024-11-07,15:15:00,3538.25,2024-11-08,12:15:00,3675.0,EXIT_EMA400,-136.75
CUMMINSIND.NS,BUY,2025-10-10,09:15:00,4010.7,2025-12-11,09:15:00,4575.36,TARGET,564.66
CUMMINSIND.NS,SELL,2026-02-03,14:15:00,4161.7,2026-02-04,09:15:00,4078.34,TARGET,83.36
CUMMINSIND.NS,BUY,2026-03-12,10:15:00,4659.2,2026-03-19,14:15:00,4495.0,EXIT_EMA400,-164.2
CUMMINSIND.NS,BUY,2026-03-16,14:15:00,4588.9,2026-03-19,14:15:00,4495.0,EXIT_EMA400,-93.9
CYIENT.NS,BUY,2024-09-25,10:15:00,2007.9,2024-09-27,09:15:00,1932.55,EXIT_EMA400,-75.35
CYIENT.NS,SELL,2024-11-12,14:15:00,1815.95,2024-11-26,09:15:00,1893.9,EXIT_EMA400,-77.95
CYIENT.NS,SELL,2025-03-21,13:15:00,1310.95,2025-05-14,09:15:00,1288.0,EXIT_EMA400,22.95
DABUR.NS,SELL,2025-01-06,09:15:00,505.45,2025-01-17,10:15:00,530.05,EXIT_EMA400,-24.6
DABUR.NS,SELL,2025-01-09,11:15:00,521.0,2025-01-17,10:15:00,530.05,EXIT_EMA400,-9.05
DABUR.NS,BUY,2025-08-07,09:15:00,515.45,2025-08-11,09:15:00,502.25,EXIT_EMA400,-13.2
DABUR.NS,SELL,2025-10-31,09:15:00,492.15,2025-11-04,10:15:00,508.5,EXIT_EMA400,-16.35
DABUR.NS,BUY,2026-01-21,12:15:00,513.2,2026-01-22,09:15:00,524.75,TARGET,11.55
DABUR.NS,SELL,2026-04-22,15:15:00,459.0,2026-04-24,13:15:00,448.53,TARGET,10.47
DALBHARAT.NS,BUY,2024-09-23,09:15:00,1865.55,2024-09-27,09:15:00,1966.07,TARGET,100.52
DALBHARAT.NS,SELL,2025-01-06,10:15:00,1776.6,2025-01-23,10:15:00,1818.5,EXIT_EMA400,-41.9
DALBHARAT.NS,SELL,2025-01-06,12:15:00,1771.15,2025-01-23,10:15:00,1818.5,EXIT_EMA400,-47.35
DALBHARAT.NS,SELL,2025-01-10,09:15:00,1763.5,2025-01-23,10:15:00,1818.5,EXIT_EMA400,-55.0
DALBHARAT.NS,SELL,2025-03-20,09:15:00,1703.2,2025-03-25,09:15:00,1764.9,EXIT_EMA400,-61.7
DALBHARAT.NS,BUY,2025-06-23,11:15:00,2062.8,2025-07-21,09:15:00,2261.46,TARGET,198.66
DALBHARAT.NS,BUY,2026-02-18,12:15:00,2131.9,2026-02-19,11:15:00,2107.5,EXIT_EMA400,-24.4
DATAPATTNS.NS,SELL,2024-10-17,09:15:00,2460.0,2024-11-28,09:15:00,2531.65,EXIT_EMA400,-71.65
DATAPATTNS.NS,SELL,2025-01-06,09:15:00,2444.75,2025-01-10,09:15:00,2278.54,TARGET,166.21
DATAPATTNS.NS,SELL,2025-01-06,10:15:00,2388.85,2025-01-14,09:15:00,2056.61,TARGET,332.24
DATAPATTNS.NS,BUY,2025-07-02,11:15:00,2945.1,2025-07-21,09:15:00,2674.6,EXIT_EMA400,-270.5
DATAPATTNS.NS,BUY,2025-10-03,09:15:00,2736.7,2025-10-30,12:15:00,2711.4,EXIT_EMA400,-25.3
DATAPATTNS.NS,BUY,2025-10-03,13:15:00,2828.2,2025-10-30,12:15:00,2711.4,EXIT_EMA400,-116.8
DATAPATTNS.NS,BUY,2025-10-16,13:15:00,2741.5,2025-10-30,12:15:00,2711.4,EXIT_EMA400,-30.1
DATAPATTNS.NS,SELL,2025-12-26,12:15:00,2710.8,2025-12-30,09:15:00,2623.16,TARGET,87.64
DATAPATTNS.NS,SELL,2025-12-24,13:15:00,2685.0,2026-01-05,11:15:00,2722.0,EXIT_EMA400,-37.0
DATAPATTNS.NS,BUY,2026-03-16,14:15:00,3098.9,2026-04-02,09:15:00,2958.3,EXIT_EMA400,-140.6
DCMSHRIRAM.NS,SELL,2025-03-10,09:15:00,1032.8,2025-03-13,09:15:00,953.88,TARGET,78.92
DCMSHRIRAM.NS,SELL,2025-03-05,12:15:00,1022.0,2025-03-20,13:15:00,1059.95,EXIT_EMA400,-37.95
DCMSHRIRAM.NS,BUY,2025-06-05,10:15:00,1063.6,2025-06-11,09:15:00,1108.32,TARGET,44.72
DCMSHRIRAM.NS,BUY,2025-06-10,10:15:00,1093.0,2025-06-30,09:15:00,1219.48,TARGET,126.48
DCMSHRIRAM.NS,SELL,2025-10-16,09:15:00,1193.6,2025-10-17,11:15:00,1240.1,EXIT_EMA400,-46.5
DCMSHRIRAM.NS,SELL,2026-02-01,14:15:00,1151.5,2026-03-02,09:15:00,1006.55,TARGET,144.95
DCMSHRIRAM.NS,SELL,2026-02-04,09:15:00,1152.8,2026-03-02,09:15:00,1021.19,TARGET,131.61
DEEPAKFERT.NS,SELL,2025-01-27,09:15:00,1139.1,2025-01-29,10:15:00,1189.55,EXIT_EMA400,-50.45
DEEPAKFERT.NS,BUY,2025-05-07,10:15:00,1254.0,2025-05-29,09:15:00,1461.04,TARGET,207.04
DEEPAKFERT.NS,BUY,2025-10-10,13:15:00,1506.0,2025-10-10,15:15:00,1493.0,EXIT_EMA400,-13.0
DEEPAKFERT.NS,SELL,2025-11-06,09:15:00,1438.2,2025-12-03,09:15:00,1305.26,TARGET,132.94
DEEPAKFERT.NS,SELL,2025-11-21,09:15:00,1417.3,2025-12-08,09:15:00,1284.14,TARGET,133.16
DEEPAKNTR.NS,SELL,2024-11-08,11:15:00,2723.4,2024-11-13,12:15:00,2491.81,TARGET,231.59
DELHIVERY.NS,BUY,2024-09-12,14:15:00,418.05,2024-09-23,09:15:00,435.7,TARGET,17.65
DELHIVERY.NS,BUY,2024-09-16,09:15:00,423.5,2024-10-03,13:15:00,413.65,EXIT_EMA400,-9.85
DELHIVERY.NS,SELL,2025-01-13,09:15:00,327.75,2025-04-17,09:15:00,276.25,EXIT_EMA400,51.5
DELHIVERY.NS,BUY,2025-06-20,12:15:00,354.15,2025-07-09,12:15:00,419.93,TARGET,65.78
DELHIVERY.NS,SELL,2026-01-09,13:15:00,404.6,2026-01-30,09:15:00,415.35,EXIT_EMA400,-10.75
DELHIVERY.NS,BUY,2026-03-02,13:15:00,428.3,2026-03-04,09:15:00,419.55,EXIT_EMA400,-8.75
DELHIVERY.NS,BUY,2026-03-02,15:15:00,429.0,2026-03-04,09:15:00,419.55,EXIT_EMA400,-9.45
DELHIVERY.NS,SELL,2026-03-19,09:15:00,414.2,2026-03-20,09:15:00,423.65,EXIT_EMA400,-9.45
DEVYANI.NS,SELL,2024-11-12,09:15:00,172.68,2024-11-21,09:15:00,159.73,TARGET,12.95
DEVYANI.NS,BUY,2025-01-13,09:15:00,183.79,2025-01-13,13:15:00,177.17,EXIT_EMA400,-6.62
DEVYANI.NS,SELL,2025-02-28,09:15:00,168.55,2025-03-06,09:15:00,174.64,EXIT_EMA400,-6.09
DEVYANI.NS,BUY,2025-05-09,10:15:00,169.96,2025-05-09,15:15:00,179.0,TARGET,9.04
DEVYANI.NS,BUY,2025-05-28,12:15:00,173.57,2025-05-29,13:15:00,171.33,EXIT_EMA400,-2.24
DEVYANI.NS,BUY,2025-09-19,14:15:00,177.7,2025-09-25,14:15:00,173.22,EXIT_EMA400,-4.48
DEVYANI.NS,SELL,2026-01-09,13:15:00,133.96,2026-02-05,10:15:00,134.48,EXIT_EMA400,-0.52
DIVISLAB.NS,SELL,2025-03-13,14:15:00,5619.85,2025-03-18,14:15:00,5768.0,EXIT_EMA400,-148.15
DIVISLAB.NS,BUY,2025-05-09,11:15:00,5948.5,2025-05-14,13:15:00,6273.6,TARGET,325.1
DIVISLAB.NS,SELL,2025-09-22,09:15:00,6139.0,2025-09-26,09:15:00,5815.81,TARGET,323.19
DIVISLAB.NS,BUY,2025-12-19,09:15:00,6565.5,2025-12-29,09:15:00,6390.5,EXIT_EMA400,-175.0
DIVISLAB.NS,SELL,2026-02-04,10:15:00,6073.0,2026-02-11,11:15:00,6286.5,EXIT_EMA400,-213.5
DIVISLAB.NS,SELL,2026-04-13,09:15:00,6031.5,2026-04-15,12:15:00,6168.0,EXIT_EMA400,-136.5
DIXON.NS,SELL,2025-03-25,09:15:00,13989.95,2025-04-11,11:15:00,14273.0,EXIT_EMA400,-283.05
DIXON.NS,SELL,2025-03-25,10:15:00,13892.0,2025-04-11,11:15:00,14273.0,EXIT_EMA400,-381.0
DIXON.NS,BUY,2025-05-12,09:15:00,16136.0,2025-05-22,09:15:00,15211.0,EXIT_EMA400,-925.0
DIXON.NS,SELL,2025-07-01,12:15:00,14397.0,2025-07-02,11:15:00,14915.0,EXIT_EMA400,-518.0
DIXON.NS,BUY,2025-08-18,09:15:00,16799.0,2025-09-29,09:15:00,16890.0,EXIT_EMA400,91.0
DIXON.NS,SELL,2026-02-23,09:15:00,10854.0,2026-04-15,11:15:00,10945.0,EXIT_EMA400,-91.0
DLF.NS,SELL,2024-11-22,14:15:00,802.8,2024-11-25,09:15:00,832.8,EXIT_EMA400,-30.0
DLF.NS,BUY,2024-12-23,09:15:00,852.0,2024-12-23,12:15:00,838.7,EXIT_EMA400,-13.3
DLF.NS,SELL,2025-02-10,09:15:00,741.2,2025-04-07,09:15:00,611.13,TARGET,130.07
DLF.NS,SELL,2025-03-25,15:15:00,693.0,2025-04-07,09:15:00,631.01,TARGET,61.99
DLF.NS,SELL,2025-04-24,09:15:00,683.05,2025-04-25,09:15:00,662.45,TARGET,20.6
DLF.NS,BUY,2025-07-08,13:15:00,838.95,2025-07-28,09:15:00,805.35,EXIT_EMA400,-33.6
DLF.NS,SELL,2025-09-23,10:15:00,759.75,2025-10-15,11:15:00,763.45,EXIT_EMA400,-3.7
DMART.NS,SELL,2025-01-08,09:15:00,3783.0,2025-01-14,09:15:00,3461.39,TARGET,321.61
DMART.NS,BUY,2025-05-19,09:15:00,4230.5,2025-05-29,12:15:00,4022.8,EXIT_EMA400,-207.7
DMART.NS,BUY,2025-09-24,12:15:00,4729.4,2025-09-29,11:15:00,4490.2,EXIT_EMA400,-239.2
DMART.NS,SELL,2026-01-08,10:15:00,3808.8,2026-02-05,09:15:00,3854.5,EXIT_EMA400,-45.7
DOMS.NS,SELL,2025-02-14,13:15:00,2409.0,2025-03-05,09:15:00,2601.45,EXIT_EMA400,-192.45
DOMS.NS,SELL,2025-02-21,10:15:00,2536.0,2025-03-05,09:15:00,2601.45,EXIT_EMA400,-65.45
DOMS.NS,SELL,2025-02-24,14:15:00,2531.5,2025-03-05,09:15:00,2601.45,EXIT_EMA400,-69.95
DOMS.NS,BUY,2025-04-03,11:15:00,2812.8,2025-04-04,12:15:00,2667.0,EXIT_EMA400,-145.8
DOMS.NS,SELL,2025-07-02,11:15:00,2445.7,2025-08-11,09:15:00,2446.4,EXIT_EMA400,-0.7
DOMS.NS,SELL,2026-02-05,09:15:00,2418.4,2026-02-10,12:15:00,2492.7,EXIT_EMA400,-74.3
DRREDDY.NS,SELL,2024-11-07,09:15:00,1287.1,2024-11-18,09:15:00,1190.37,TARGET,96.73
DRREDDY.NS,SELL,2025-03-26,09:15:00,1156.45,2025-04-07,09:15:00,1030.2,TARGET,126.25
DRREDDY.NS,SELL,2025-04-03,11:15:00,1159.95,2025-04-07,09:15:00,1067.13,TARGET,92.82
DRREDDY.NS,BUY,2025-07-04,14:15:00,1307.3,2025-07-10,09:15:00,1256.9,EXIT_EMA400,-50.4
DRREDDY.NS,BUY,2025-09-04,12:15:00,1269.9,2025-09-04,14:15:00,1252.8,EXIT_EMA400,-17.1
DRREDDY.NS,SELL,2026-01-28,10:15:00,1224.0,2026-02-01,15:15:00,1178.9,TARGET,45.1
DRREDDY.NS,BUY,2026-03-20,13:15:00,1302.3,2026-03-23,09:15:00,1270.1,EXIT_EMA400,-32.2
ECLERX.NS,SELL,2025-04-04,09:15:00,1343.7,2025-05-13,14:15:00,1350.5,EXIT_EMA400,-6.8
ECLERX.NS,BUY,2025-06-23,09:15:00,1731.2,2025-08-25,15:15:00,2137.12,TARGET,405.92
EICHERMOT.NS,SELL,2024-10-22,09:15:00,4770.7,2024-10-23,14:15:00,4658.47,TARGET,112.23
EICHERMOT.NS,SELL,2024-10-22,14:15:00,4752.95,2024-10-25,09:15:00,4589.17,TARGET,163.78
EICHERMOT.NS,BUY,2024-12-06,09:15:00,4864.5,2024-12-09,11:15:00,4830.15,EXIT_EMA400,-34.35
EICHERMOT.NS,BUY,2025-01-14,10:15:00,5004.25,2025-02-01,12:15:00,5308.13,TARGET,303.88
EICHERMOT.NS,BUY,2025-04-08,09:15:00,5181.3,2025-04-11,09:15:00,5383.23,TARGET,201.93
EICHERMOT.NS,BUY,2025-04-08,11:15:00,5225.0,2025-04-15,15:15:00,5555.34,TARGET,330.34
EIDPARRY.NS,SELL,2025-02-05,10:15:00,835.3,2025-02-06,09:15:00,858.45,EXIT_EMA400,-23.15
EIDPARRY.NS,BUY,2025-06-18,13:15:00,954.55,2025-06-30,12:15:00,1099.55,TARGET,145.0
EIDPARRY.NS,BUY,2025-08-11,09:15:00,1137.0,2025-09-02,13:15:00,1106.5,EXIT_EMA400,-30.5
EIDPARRY.NS,BUY,2025-09-01,13:15:00,1135.4,2025-09-02,13:15:00,1106.5,EXIT_EMA400,-28.9
EIDPARRY.NS,SELL,2025-11-12,11:15:00,1039.7,2025-11-13,09:15:00,1069.0,EXIT_EMA400,-29.3
EIHOTEL.NS,SELL,2025-03-06,11:15:00,339.25,2025-03-13,14:15:00,359.5,EXIT_EMA400,-20.25
EIHOTEL.NS,BUY,2025-05-16,12:15:00,371.15,2025-05-28,11:15:00,367.55,EXIT_EMA400,-3.6
EIHOTEL.NS,BUY,2025-05-27,15:15:00,370.0,2025-05-28,11:15:00,367.55,EXIT_EMA400,-2.45
EIHOTEL.NS,SELL,2025-06-27,12:15:00,360.95,2025-06-30,09:15:00,365.4,EXIT_EMA400,-4.45
EIHOTEL.NS,SELL,2025-06-27,14:15:00,357.65,2025-06-30,09:15:00,365.4,EXIT_EMA400,-7.75
EIHOTEL.NS,BUY,2025-07-29,09:15:00,378.6,2025-08-04,10:15:00,372.1,EXIT_EMA400,-6.5
EIHOTEL.NS,BUY,2025-07-31,11:15:00,380.4,2025-08-04,10:15:00,372.1,EXIT_EMA400,-8.3
EIHOTEL.NS,SELL,2025-12-15,11:15:00,374.25,2026-01-08,10:15:00,351.88,TARGET,22.37
ELECON.NS,SELL,2025-01-22,12:15:00,577.5,2025-02-03,13:15:00,482.46,TARGET,95.04
ELECON.NS,SELL,2025-03-25,10:15:00,443.4,2025-04-16,10:15:00,475.0,EXIT_EMA400,-31.6
ELECON.NS,SELL,2025-08-21,13:15:00,566.45,2025-09-10,10:15:00,592.3,EXIT_EMA400,-25.85
ELECON.NS,SELL,2025-10-31,12:15:00,563.85,2025-11-10,09:15:00,526.29,TARGET,37.56
ELECON.NS,SELL,2026-01-06,11:15:00,484.0,2026-01-07,10:15:00,515.9,EXIT_EMA400,-31.9
ELGIEQUIP.NS,BUY,2024-09-24,11:15:00,709.45,2024-09-25,11:15:00,692.0,EXIT_EMA400,-17.45
ELGIEQUIP.NS,SELL,2024-11-11,13:15:00,623.1,2024-11-25,15:15:00,650.0,EXIT_EMA400,-26.9
ELGIEQUIP.NS,BUY,2025-06-23,09:15:00,524.8,2025-07-24,09:15:00,601.24,TARGET,76.44
ELGIEQUIP.NS,SELL,2025-09-29,14:15:00,475.2,2025-10-28,09:15:00,494.75,EXIT_EMA400,-19.55
ELGIEQUIP.NS,SELL,2025-10-08,09:15:00,487.4,2025-10-28,09:15:00,494.75,EXIT_EMA400,-7.35
ELGIEQUIP.NS,SELL,2025-10-23,10:15:00,474.8,2025-10-28,09:15:00,494.75,EXIT_EMA400,-19.95
ELGIEQUIP.NS,SELL,2025-10-27,10:15:00,487.75,2025-10-28,09:15:00,494.75,EXIT_EMA400,-7.0
ELGIEQUIP.NS,BUY,2025-12-05,10:15:00,500.0,2025-12-08,09:15:00,492.35,EXIT_EMA400,-7.65
ELGIEQUIP.NS,SELL,2026-01-05,13:15:00,476.9,2026-01-09,09:15:00,450.63,TARGET,26.27
ELGIEQUIP.NS,BUY,2026-03-05,11:15:00,510.8,2026-03-12,09:15:00,485.0,EXIT_EMA400,-25.8
ELGIEQUIP.NS,BUY,2026-03-10,09:15:00,515.6,2026-03-12,09:15:00,485.0,EXIT_EMA400,-30.6
EMAMILTD.NS,SELL,2024-11-04,09:15:00,674.7,2024-11-25,15:15:00,732.0,EXIT_EMA400,-57.3
EMAMILTD.NS,SELL,2025-07-01,11:15:00,560.65,2025-07-09,10:15:00,593.0,EXIT_EMA400,-32.35
EMAMILTD.NS,SELL,2025-07-07,13:15:00,575.8,2025-07-09,10:15:00,593.0,EXIT_EMA400,-17.2
EMAMILTD.NS,BUY,2025-09-04,09:15:00,612.75,2025-09-09,14:15:00,587.65,EXIT_EMA400,-25.1
EMAMILTD.NS,SELL,2025-12-02,12:15:00,523.35,2025-12-12,14:15:00,540.15,EXIT_EMA400,-16.8
EMCURE.NS,SELL,2024-12-12,09:15:00,1343.0,2024-12-16,13:15:00,1397.05,EXIT_EMA400,-54.05
EMCURE.NS,SELL,2025-04-03,10:15:00,1065.15,2025-04-07,09:15:00,959.72,TARGET,105.43
EMCURE.NS,SELL,2025-03-25,12:15:00,1008.15,2025-04-17,13:15:00,1073.0,EXIT_EMA400,-64.85
EMCURE.NS,SELL,2025-04-03,13:15:00,1044.65,2025-04-17,13:15:00,1073.0,EXIT_EMA400,-28.35
EMCURE.NS,BUY,2025-07-11,09:15:00,1315.3,2025-09-02,13:15:00,1364.5,EXIT_EMA400,49.2
EMCURE.NS,BUY,2025-08-11,11:15:00,1378.7,2025-09-02,13:15:00,1364.5,EXIT_EMA400,-14.2
EMCURE.NS,BUY,2025-12-23,10:15:00,1411.1,2025-12-30,10:15:00,1381.4,EXIT_EMA400,-29.7
EMMVEE.NS,BUY,2026-04-02,12:15:00,213.39,2026-04-07,13:15:00,226.7,TARGET,13.31
ENDURANCE.NS,SELL,2024-11-29,09:15:00,2311.25,2025-01-13,12:15:00,2034.4,TARGET,276.85
ENDURANCE.NS,BUY,2025-07-23,09:15:00,2655.0,2025-08-01,13:15:00,2495.2,EXIT_EMA400,-159.8
ENDURANCE.NS,SELL,2025-12-22,10:15:00,2656.1,2026-01-16,09:15:00,2480.28,TARGET,175.82
ENDURANCE.NS,SELL,2026-02-03,10:15:00,2481.6,2026-02-11,09:15:00,2555.7,EXIT_EMA400,-74.1
ENGINERSIN.NS,SELL,2024-09-13,12:15:00,222.88,2024-10-07,10:15:00,193.23,TARGET,29.65
ENGINERSIN.NS,BUY,2025-05-07,11:15:00,175.15,2025-05-09,09:15:00,170.3,EXIT_EMA400,-4.85
ENGINERSIN.NS,SELL,2025-09-25,10:15:00,201.78,2025-10-30,09:15:00,205.49,EXIT_EMA400,-3.71
ENGINERSIN.NS,SELL,2026-02-12,15:15:00,180.55,2026-02-13,09:15:00,204.7,EXIT_EMA400,-24.15
ENGINERSIN.NS,BUY,2026-03-05,09:15:00,203.45,2026-03-09,09:15:00,195.82,EXIT_EMA400,-7.63
ENRIN.NS,SELL,2025-11-06,09:15:00,3170.0,2025-11-10,09:15:00,3268.8,EXIT_EMA400,-98.8
ENRIN.NS,SELL,2025-11-06,10:15:00,3160.0,2025-11-10,09:15:00,3268.8,EXIT_EMA400,-108.8
ENRIN.NS,SELL,2026-01-30,10:15:00,2445.1,2026-02-06,09:15:00,2675.6,EXIT_EMA400,-230.5
ERIS.NS,SELL,2025-02-14,13:15:00,1225.15,2025-03-06,09:15:00,1296.2,EXIT_EMA400,-71.05
ERIS.NS,BUY,2025-04-11,14:15:00,1378.8,2025-05-27,09:15:00,1589.07,TARGET,210.27
ERIS.NS,BUY,2025-05-21,13:15:00,1504.2,2025-06-12,10:15:00,1831.93,TARGET,327.73
ERIS.NS,SELL,2025-10-31,11:15:00,1596.8,2025-11-20,11:15:00,1630.5,EXIT_EMA400,-33.7
ERIS.NS,SELL,2025-11-10,10:15:00,1584.2,2025-11-20,11:15:00,1630.5,EXIT_EMA400,-46.3
ESCORTS.NS,SELL,2024-08-28,15:15:00,3830.85,2024-09-09,09:15:00,3637.58,TARGET,193.27
ESCORTS.NS,SELL,2025-01-03,13:15:00,3364.9,2025-01-15,10:15:00,3482.4,EXIT_EMA400,-117.5
ESCORTS.NS,BUY,2025-06-02,12:15:00,3415.7,2025-06-03,11:15:00,3318.1,EXIT_EMA400,-97.6
ESCORTS.NS,BUY,2025-07-15,09:15:00,3329.8,2025-07-16,12:15:00,3390.31,TARGET,60.51
ESCORTS.NS,BUY,2025-07-15,10:15:00,3355.7,2025-07-24,09:15:00,3493.22,TARGET,137.52
ESCORTS.NS,SELL,2026-02-13,14:15:00,3583.7,2026-02-25,10:15:00,3621.0,EXIT_EMA400,-37.3
ETERNAL.NS,SELL,2025-02-24,09:15:00,227.35,2025-04-17,10:15:00,224.1,EXIT_EMA400,3.25
ETERNAL.NS,SELL,2025-04-16,09:15:00,219.2,2025-04-17,10:15:00,224.1,EXIT_EMA400,-4.9
ETERNAL.NS,BUY,2025-05-23,09:15:00,235.02,2025-05-26,10:15:00,229.51,EXIT_EMA400,-5.51
ETERNAL.NS,BUY,2025-05-23,10:15:00,236.15,2025-05-26,10:15:00,229.51,EXIT_EMA400,-6.64
ETERNAL.NS,SELL,2026-01-12,10:15:00,279.95,2026-01-14,11:15:00,296.6,EXIT_EMA400,-16.65
EXIDEIND.NS,SELL,2024-10-07,12:15:00,478.9,2024-10-09,09:15:00,500.65,EXIT_EMA400,-21.75
EXIDEIND.NS,BUY,2025-06-27,09:15:00,392.5,2025-07-03,10:15:00,381.9,EXIT_EMA400,-10.6
EXIDEIND.NS,BUY,2025-07-02,11:15:00,385.15,2025-07-03,10:15:00,381.9,EXIT_EMA400,-3.25
